timestamp,x_raw,y_raw,z_raw,magnitude_filtered
2026-02-08T21:45:17.794753,-0.1729,0.0258,-0.0396,0.1260
2026-02-08T21:45:17.988663,-0.1522,0.0269,-0.0338,0.1453
2026-02-08T21:45:18.182531,-0.1247,0.0198,-0.0249,0.1353
2026-02-08T21:45:18.378062,-0.1023,0.0145,-0.0179,0.1170
2026-02-08T21:45:18.569024,-0.0848,0.0114,-0.0118,0.0986
2026-02-08T21:45:18.761843,-0.0710,0.0082,-0.0072,0.0825
2026-02-08T21:45:18.957804,-0.0594,0.0060,-0.0038,0.0689
2026-02-08T21:45:19.150352,-0.0501,0.0041,-0.0010,0.0577
2026-02-08T21:45:19.344779,-0.0426,0.0026,0.0010,0.0487
2026-02-08T21:45:19.538831,-0.0367,0.0014,0.0026,0.0415
2026-02-08T21:45:19.731617,-0.0319,0.0001,0.0032,0.0358
2026-02-08T21:45:19.926731,-0.0277,-0.0004,0.0034,0.0311
2026-02-08T21:45:20.122920,-0.0516,0.0036,0.0001,0.0434
2026-02-08T21:45:20.313639,-0.1332,0.0175,-0.0177,0.0985
2026-02-08T21:45:20.507515,-0.1477,0.0214,-0.0159,0.1294
2026-02-08T21:45:20.700575,-0.1988,0.0284,-0.0052,0.1722
2026-02-08T21:45:20.893105,-0.2210,0.0331,-0.0135,0.2032
2026-02-08T21:45:21.087254,-0.1786,0.0250,-0.0114,0.1897
2026-02-08T21:45:21.280468,-0.1453,0.0190,-0.0101,0.1640
2026-02-08T21:45:21.477292,-0.1184,0.0149,-0.0089,0.1374
2026-02-08T21:45:21.667639,-0.0964,0.0122,-0.0079,0.1134
2026-02-08T21:45:21.863835,-0.0789,0.0093,-0.0074,0.0933
2026-02-08T21:45:22.056099,-0.0652,0.0065,-0.0070,0.0768
2026-02-08T21:45:22.250452,-0.0542,0.0047,-0.0066,0.0636
2026-02-08T21:45:22.444948,-0.0452,0.0033,-0.0061,0.0529
2026-02-08T21:45:22.638223,-0.0380,0.0022,-0.0056,0.0442
2026-02-08T21:45:22.831483,-0.0249,0.0008,-0.0062,0.0331
2026-02-08T21:45:23.025671,-0.0623,0.0132,-0.0051,0.0514
2026-02-08T21:45:23.216959,-0.1343,0.0246,-0.0204,0.1034
2026-02-08T21:45:23.412438,-0.1386,0.0225,-0.0282,0.1273
2026-02-08T21:45:23.604860,0.0012,0.0047,0.0010,0.0506
2026-02-08T21:45:23.799934,0.0127,-0.0038,0.0044,0.0121
2026-02-08T21:45:23.997214,0.0111,-0.0024,0.0030,0.0025
2026-02-08T21:45:24.188046,0.0092,-0.0012,0.0023,0.0066
2026-02-08T21:45:24.382492,0.0080,-0.0008,0.0012,0.0075
2026-02-08T21:45:24.574987,0.0073,-0.0006,0.0002,0.0074
2026-02-08T21:45:24.765194,0.0060,-0.0006,-0.0000,0.0066
2026-02-08T21:45:24.962561,0.0048,-0.0002,-0.0003,0.0055
2026-02-08T21:45:25.157689,0.0044,-0.0001,-0.0007,0.0048
2026-02-08T21:45:25.350073,0.0051,0.0001,-0.0010,0.0050
2026-02-08T21:45:26.314995,0.1313,-0.0228,0.0161,0.1120
2026-02-08T21:45:26.513723,0.1788,-0.0305,0.0265,0.1548
2026-02-08T21:45:26.706077,0.2052,-0.0332,0.0296,0.1879
2026-02-08T21:45:26.900259,0.1636,-0.0253,0.0237,0.1755